	stat	collagen
Cluster-33199.2	-0.311935801	0
Cluster-33206.1	-1.100031415	0
Cluster-33206.2	1.131948386	0
Cluster-33260.2	-0.650846987	0
Cluster-33283.0	-0.502764474	0
Cluster-33289.0	-0.187592441	0
Cluster-33294.0	-0.314394171	0
Cluster-33303.0	1.45118265	0
Cluster-33315.0	0.166813894	0
Cluster-33356.0	0.08723677	0
Cluster-33358.10	1.207957855	0
Cluster-33358.29	0.693366782	0
Cluster-33358.37	0.015256613	0
Cluster-33358.38	-1.125103776	0
Cluster-33358.39	0.421537781	0
Cluster-33358.40	-0.067834848	0
Cluster-33358.87	0.248114402	0
Cluster-33358.90	-0.662951179	0
Cluster-33358.93	0.908569662	0
Cluster-33358.94	-0.465267294	0
Cluster-33358.105	-0.497878381	0
Cluster-33358.116	-0.228308128	0
Cluster-33358.127	0.373084151	0
Cluster-33358.157	-0.285163818	0
Cluster-33358.175	-0.00073306	0
Cluster-33358.178	-0.609010741	0
Cluster-33358.198	-1.090290534	0
Cluster-33358.201	0.588359379	0
Cluster-33358.212	-0.134750234	0
Cluster-33358.237	-0.17575616	0
Cluster-33358.294	0.987094531	0
Cluster-33358.317	-1.015574096	0
Cluster-33358.319	0.095304038	0
Cluster-33358.340	0.056365049	0
Cluster-33358.405	-0.135048113	0
Cluster-33358.447	0.001168463	0
Cluster-33358.453	-0.765551058	0
Cluster-33358.476	0.215537881	0
Cluster-33358.477	-0.383025051	0
Cluster-33358.480	0.462730279	0
Cluster-33358.503	-0.404065766	0
Cluster-33358.506	0.320926635	0
Cluster-33358.512	-1.067124876	0
Cluster-33358.518	0.45461306	0
Cluster-33358.520	-0.52305993	0
Cluster-33358.521	0.333131194	0
Cluster-33358.569	0.364735062	0
Cluster-33358.627	-0.856108393	0
Cluster-33358.628	-0.044532694	0
Cluster-33358.643	-2.103309604	0
Cluster-33358.716	-0.126398122	0
Cluster-33358.717	1.294512228	0
Cluster-33358.797	-2.603921695	0
Cluster-33358.875	0.11722989	0
Cluster-33358.879	2.262404072	0
Cluster-33358.958	0.057483901	0
Cluster-33358.1020	-1.55002223	0
Cluster-33358.1032	-1.700462905	0
Cluster-33358.1156	1.050428874	0
Cluster-33358.1245	3.292345193	0
Cluster-33358.1253	2.158075624	0
Cluster-33358.1258	0.327262257	0
Cluster-33358.1263	1.294346947	0
Cluster-33358.1308	-0.803286477	0
Cluster-33358.1322	-0.303024797	0
Cluster-33358.1340	-0.282646174	0
Cluster-33358.1344	0.027176293	0
Cluster-33358.1375	0.693359231	0
Cluster-33358.1444	-0.322596815	0
Cluster-33358.1510	0.160259711	0
Cluster-33358.1552	-0.136822116	0
Cluster-33358.1568	-1.339066357	0
Cluster-33358.1662	-0.193403114	0
Cluster-33358.1663	-0.486634316	0
Cluster-33358.1670	0.185482335	0
Cluster-33358.1679	-0.179247418	0
Cluster-33358.1683	0.81809807	0
Cluster-33358.1742	1.078263363	0
Cluster-33358.1808	1.246904085	0
Cluster-33358.1815	-0.015495166	0
Cluster-33358.1819	-3.28074314	0
Cluster-33358.1833	0.56596568	0
Cluster-33358.1867	-1.002662465	0
Cluster-33358.1904	1.294356379	0
Cluster-33358.1905	-1.391176824	0
Cluster-33358.1931	-0.244474003	0
Cluster-33358.1966	1.063586877	0
Cluster-33358.1978	-0.280099035	0
Cluster-33358.2019	-0.247412692	0
Cluster-33358.2061	-0.244177109	0
Cluster-33358.2073	-0.009013723	0
Cluster-33358.2134	1.73024357	0
Cluster-33358.2159	-0.362413739	0
Cluster-33358.2243	0.265340447	0
Cluster-33358.2244	-0.135626122	0
Cluster-33358.2273	-0.008358724	0
Cluster-33358.2290	0.900436439	0
Cluster-33358.2316	0.545146569	0
Cluster-33358.2330	-0.576549584	0
Cluster-33358.2363	-1.024182364	0
Cluster-33358.2381	-0.097776796	0
Cluster-33358.2382	1.124498511	0
Cluster-33358.2398	0.095194904	0
Cluster-33358.2425	-0.018391377	0
Cluster-33358.2428	0.189319488	0
Cluster-33358.2435	-0.424245763	0
Cluster-33358.2450	-1.268077402	0
Cluster-33358.2453	0.410021014	0
Cluster-33358.2496	0.840830738	0
Cluster-33358.2498	0.074556923	0
Cluster-33358.2512	-0.945104663	0
Cluster-33358.2550	0.495567117	0
Cluster-33358.2583	1.15623868	0
Cluster-33358.2594	-0.283881067	0
Cluster-33358.2623	-0.038921303	0
Cluster-33358.2724	0.233266076	0
Cluster-33358.2795	-0.24142338	0
Cluster-33358.2813	-0.103132948	0
Cluster-33358.2848	0.354295459	0
Cluster-33358.2873	2.126891996	0
Cluster-33358.2887	-0.787582294	0
Cluster-33358.2990	-0.402514235	0
Cluster-33358.3123	-0.490883873	0
Cluster-33358.3147	0.646881398	0
Cluster-33358.3318	0.463807443	0
Cluster-33358.3394	-0.544620405	0
Cluster-33358.3399	-1.430386572	0
Cluster-33358.3413	-0.984741647	0
Cluster-33358.3414	1.55378595	0
Cluster-33358.3415	-0.622519983	0
Cluster-33358.3426	-1.301749744	0
Cluster-33358.3436	0.749790091	0
Cluster-33358.3658	0.329905865	0
Cluster-33358.3778	-2.081795136	0
Cluster-33358.3885	1.084679028	0
Cluster-33358.3939	-1.783802304	0
Cluster-33358.3975	-0.689925966	0
Cluster-33358.4000	-0.29099357	0
Cluster-33358.4024	-0.300879339	0
Cluster-33358.4029	-0.103824822	0
Cluster-33358.4096	0.29114562	0
Cluster-33358.4119	-1.326233602	0
Cluster-33358.4148	0.459612632	0
Cluster-33358.4158	0.133780312	0
Cluster-33358.4163	2.190316696	0
Cluster-33358.4171	-1.07858912	0
Cluster-33358.4245	-0.180935368	0
Cluster-33358.4282	-0.198144922	0
Cluster-33358.4327	1.066794544	0
Cluster-33358.4369	-0.065379997	0
Cluster-33358.4406	-0.434091288	0
Cluster-33358.4473	-0.636474991	0
Cluster-33358.4489	0.429746763	0
Cluster-33358.4500	0.683787806	0
Cluster-33358.4559	0.744207477	0
Cluster-33358.4576	-0.462464302	0
Cluster-33358.4577	0.834353916	0
Cluster-33358.4584	0.021459559	0
Cluster-33358.4647	-1.128367624	0
Cluster-33358.4692	-0.55777113	0
Cluster-33358.4809	-0.116340543	0
Cluster-33358.4810	0.241226224	0
Cluster-33358.4814	0.007548109	0
Cluster-33358.4836	0.0657608	0
Cluster-33358.4837	-0.085985716	0
Cluster-33358.4838	-1.311653329	0
Cluster-33358.4869	-0.054208398	0
Cluster-33358.4885	-0.902584227	0
Cluster-33358.4909	0.487658249	0
Cluster-33358.4912	0.371578518	0
Cluster-33358.4998	1.193624654	0
Cluster-33358.5010	-0.09296193	0
Cluster-33358.5012	-0.777015961	0
Cluster-33358.5070	-0.789715713	0
Cluster-33358.5130	-1.024173303	0
Cluster-33358.5144	-0.572464876	0
Cluster-33358.5147	-0.311244456	0
Cluster-33358.5148	-0.032162622	0
Cluster-33358.5211	0.650085889	0
Cluster-33358.5212	-0.193364121	0
Cluster-33358.5214	-0.773961445	0
Cluster-33358.5232	0.67899372	0
Cluster-33358.5266	-0.068848156	0
Cluster-33358.5278	-1.009644869	0
Cluster-33358.5341	-0.283924535	0
Cluster-33358.5407	-0.221756059	0
Cluster-33358.5409	0.309249557	0
Cluster-33358.5433	-2.928875071	0
Cluster-33358.5458	0.128426009	0
Cluster-33358.5503	-0.060969882	0
Cluster-33358.5554	-0.272629888	0
Cluster-33358.5558	0.169651388	0
Cluster-33358.5565	0.068869838	0
Cluster-33358.5608	1.313391233	0
Cluster-33358.5725	-0.035781334	0
Cluster-33358.5750	0.222331204	0
Cluster-33358.5769	-0.678531131	0
Cluster-33358.5796	-0.964899862	0
Cluster-33358.5809	0.301457918	0
Cluster-33358.5832	-0.733441417	0
Cluster-33358.5833	1.914724372	0
Cluster-33358.5838	-1.348456032	0
Cluster-33358.5872	-0.772336444	0
Cluster-33358.5931	-1.084492909	0
Cluster-33358.5956	-0.068210679	0
Cluster-33358.5962	0.266467083	0
Cluster-33358.6015	-0.42832779	0
Cluster-33358.6034	-0.358460843	0
Cluster-33358.6049	-0.810901003	0
Cluster-33358.6071	-0.711724889	0
Cluster-33358.6073	-0.388345334	0
Cluster-33358.6199	1.077913411	0
Cluster-33358.6200	0.629313296	0
Cluster-33358.6205	0.150152632	0
Cluster-33358.6300	-0.849371849	0
Cluster-33358.6341	-0.715638513	0
Cluster-33358.6393	1.771210943	0
Cluster-33358.6407	0.379821981	0
Cluster-33358.6418	-0.354448608	0
Cluster-33358.6524	-0.15039962	0
Cluster-33358.6538	1.115798317	0
Cluster-33358.6544	-0.099855595	0
Cluster-33358.6608	0.341094703	0
Cluster-33358.6611	-0.5423602	0
Cluster-33358.6625	-0.31368572	0
Cluster-33358.6627	-1.507690849	0
Cluster-33358.6656	0.667079621	0
Cluster-33358.6767	-0.606939901	0
Cluster-33358.6787	0.235290006	0
Cluster-33358.6835	-0.010837598	0
Cluster-33358.6892	-0.882862627	0
Cluster-33358.6893	-0.242287603	0
Cluster-33358.6897	0.303944177	0
Cluster-33358.6938	-0.935585123	0
Cluster-33358.6958	-0.077956251	0
Cluster-33358.7036	-0.445045033	0
Cluster-33358.7043	0.702833414	0
Cluster-33358.7058	-0.21502499	0
Cluster-33358.7059	-0.389672243	0
Cluster-33358.7110	-0.467193948	0
Cluster-33358.7205	1.084160007	0
Cluster-33358.7210	-0.184342254	0
Cluster-33358.7221	-0.728663167	0
Cluster-33358.7270	-0.875596869	0
Cluster-33358.7309	0.125037766	0
Cluster-33358.7315	-0.473012213	0
Cluster-33358.7390	0.074195421	0
Cluster-33358.7415	0.495926131	0
Cluster-33358.7442	-0.276708229	0
Cluster-33358.7449	0.018875935	0
Cluster-33358.7650	-0.783864166	0
Cluster-33358.7651	1.800970192	0
Cluster-33358.7654	1.481553686	0
Cluster-33358.7662	0.322628746	0
Cluster-33358.7699	-0.285609793	0
Cluster-33358.7730	0.298911963	0
Cluster-33358.7736	-1.217585837	0
Cluster-33358.7835	-0.682329766	0
Cluster-33358.7860	0.758481904	0
Cluster-33358.7868	-0.440243297	0
Cluster-33358.7869	0.559640011	0
Cluster-33358.7992	0.054989607	0
Cluster-33358.8011	-0.074691953	0
Cluster-33358.8041	-0.364917011	0
Cluster-33358.8056	-0.281006148	0
Cluster-33358.8091	0.521517147	0
Cluster-33358.8125	-0.360504883	0
Cluster-33358.8161	0.893891856	0
Cluster-33358.8206	-0.064498862	0
Cluster-33358.8209	-0.443840565	0
Cluster-33358.8210	-0.445337382	0
Cluster-33358.8230	-1.038734629	0
Cluster-33358.8231	0.135100941	0
Cluster-33358.8232	-0.634497295	0
Cluster-33358.8334	-1.527662064	0
Cluster-33358.8377	-0.57593898	0
Cluster-33358.8400	0.193791861	0
Cluster-33358.8402	2.709556987	0
Cluster-33358.8408	0.492696108	0
Cluster-33358.8531	0.056300176	0
Cluster-33358.8600	1.473333839	0
Cluster-33358.8656	-0.422294035	0
Cluster-33358.8715	0.190747785	0
Cluster-33358.8796	-0.23551362	0
Cluster-33358.8803	1.126761669	0
Cluster-33358.8829	0.482174529	0
Cluster-33358.8841	0.060863489	0
Cluster-33358.8846	0.193576412	0
Cluster-33358.8965	-1.736913868	0
Cluster-33358.9015	-0.27014576	0
Cluster-33358.9022	3.127269557	0
Cluster-33358.9054	-0.030823707	0
Cluster-33358.9061	-1.099119231	0
Cluster-33358.9075	1.081874641	0
Cluster-33358.9080	-0.645719731	0
Cluster-33358.9169	-0.5954259	0
Cluster-33358.9173	-0.4619423	0
Cluster-33358.9186	1.2902	0
Cluster-33358.9188	-0.2079488	0
Cluster-33358.9217	-1.31454	0
Cluster-33358.9223	-0.5050745	0
Cluster-33358.9269	0.8775292	0
Cluster-33358.9323	1.543137	0
Cluster-33358.9326	0.8148391	0
Cluster-33358.9395	0.4807811	0
Cluster-33358.9419	-0.8145746	0
Cluster-33358.9423	-0.1327344	0
Cluster-33358.9549	0.3284275	0
Cluster-33358.9597	-1.867533	0
Cluster-33358.9631	-0.2179303	0
Cluster-33358.9643	0.3353868	0
Cluster-33358.9695	-0.429628	0
Cluster-33358.9711	1.676487	0
Cluster-33358.9715	-1.023345	0
Cluster-33358.9726	-0.3045334	0
Cluster-33358.9727	-0.01072598	0
Cluster-33358.9759	-0.1674215	0
Cluster-33358.9796	-0.8348577	0
Cluster-33358.9923	-0.2774413	0
Cluster-33358.9955	-0.2736663	0
Cluster-33358.9956	0.3776269	0
Cluster-33358.9987	-0.8887537	0
Cluster-33358.10057	-0.02729252	0
Cluster-33358.10059	-0.5612278	0
Cluster-33358.10066	0.5452095	0
Cluster-33358.10102	0.4434879	0
Cluster-33358.10134	0.5122082	0
Cluster-33358.10172	-0.2385397	0
Cluster-33358.10173	-0.7805011	0
Cluster-33358.10175	-0.3729721	0
Cluster-33358.10202	-0.05186951	0
Cluster-33358.10230	-0.3269434	0
Cluster-33358.10231	-0.2712872	0
Cluster-33358.10282	0.347559	0
Cluster-33358.10291	-0.1239333	0
Cluster-33358.10311	-0.3027714	0
Cluster-33358.10316	-1.205642	0
Cluster-33358.10339	-1.004069	0
Cluster-33358.10428	0.01561636	0
Cluster-33358.10452	-0.3337958	0
Cluster-33358.10459	0.5499731	0
Cluster-33358.10506	-0.6756547	0
Cluster-33358.10546	-0.2938121	0
Cluster-33358.10555	0.008460679	0
Cluster-33358.10563	-0.3057772	0
Cluster-33358.10654	-0.5541263	0
Cluster-33358.10682	-2.631475	0
Cluster-33358.10764	-0.2005036	0
Cluster-33358.10839	-0.1603815	0
Cluster-33358.10888	0.7189753	0
Cluster-33358.10924	-1.413028	0
Cluster-33358.10938	1.203089	0
Cluster-33358.10941	0.4326504	0
Cluster-33358.10960	-1.518473	0
Cluster-33358.10971	-1.768253	0
Cluster-33358.11090	-0.3429991	0
Cluster-33358.11111	-1.145803	0
Cluster-33358.11148	-0.3985431	0
Cluster-33358.11163	0.6443538	0
Cluster-33358.11331	-0.4938511	0
Cluster-33358.11358	0.2440876	0
Cluster-33358.11359	-0.07498749	0
Cluster-33358.11475	-1.505704	0
Cluster-33358.11490	-0.7222424	0
Cluster-33358.11497	-0.5363129	0
Cluster-33358.11583	-0.3296222	0
Cluster-33358.11617	-0.9922745	0
Cluster-33358.11641	1.41982	0
Cluster-33358.11659	0.5777491	0
Cluster-33358.11663	-0.6738107	0
Cluster-33358.11706	-0.2582615	0
Cluster-33358.11791	-1.10494	0
Cluster-33358.11866	0.471125	0
Cluster-33358.11900	0.1279282	0
Cluster-33358.11903	-1.716703	0
Cluster-33358.11931	0.100955	0
Cluster-33358.11946	-0.4755255	0
Cluster-33358.11970	-0.8213039	0
Cluster-33358.12064	5.92E-05	0
Cluster-33358.12071	-0.3099604	0
Cluster-33358.12091	0.8611262	0
Cluster-33358.12107	0.5352218	0
Cluster-33358.12206	1.122157	0
Cluster-33358.12228	0.1978864	0
Cluster-33358.12297	0.7960133	0
Cluster-33358.12340	0.2501025	0
Cluster-33358.12341	-0.2681625	0
Cluster-33358.12347	-0.7455625	0
Cluster-33358.12363	-1.085453	0
Cluster-33358.12369	-1.489665	0
Cluster-33358.12372	-2.021267	0
Cluster-33358.12373	-1.333174	0
Cluster-33358.12540	0.7709674	0
Cluster-33358.12608	0.2987099	0
Cluster-33358.12610	-0.1008565	0
Cluster-33358.12624	0.2767494	0
Cluster-33358.12643	-0.4501171	0
Cluster-33358.12661	0.8429011	0
Cluster-33358.12710	-1.65268	0
Cluster-33358.12882	2.08686	0
Cluster-33358.12945	1.170158	0
Cluster-33358.12974	-0.3988635	0
Cluster-33358.13046	0.03378968	0
Cluster-33358.13070	0.1043759	0
Cluster-33358.13126	0.4695258	0
Cluster-33358.13135	-0.1268966	0
Cluster-33358.13276	-0.53469	0
Cluster-33358.13283	-0.9983906	0
Cluster-33358.13310	-1.178522	0
Cluster-33358.13360	2.687886	0
Cluster-33358.13362	-0.5235131	0
Cluster-33358.13433	-0.1337556	0
Cluster-33358.13453	-0.6507794	0
Cluster-33358.13484	-0.1133597	0
Cluster-33358.13750	0.03910221	0
Cluster-33358.13827	-0.5734833	0
Cluster-33358.13848	-2.25767	0
Cluster-33358.13924	-0.1154747	0
Cluster-33358.13928	0.1995085	0
Cluster-33358.13933	-0.5473754	0
Cluster-33358.13984	-0.1971024	0
Cluster-33358.13985	-0.3395825	0
Cluster-33358.13995	0.1354754	0
Cluster-33358.14015	0.3347113	0
Cluster-33358.14039	0.5934225	0
Cluster-33358.14123	-0.7118598	0
Cluster-33358.14213	-0.9300514	0
Cluster-33358.14265	0.1904406	0
Cluster-33358.14361	-1.53006	0
Cluster-33358.14373	0.683378	0
Cluster-33358.14411	-0.6949258	0
Cluster-33358.14499	-0.4387942	0
Cluster-33358.14513	0.06435204	0
Cluster-33358.14612	-0.7820516	0
Cluster-33358.14681	2.009151	0
Cluster-33358.14690	-1.219382	0
Cluster-33358.14773	-0.2091623	0
Cluster-33358.14874	0.3210289	0
Cluster-33358.14890	0.09912722	0
Cluster-33358.15022	-0.08226159	0
Cluster-33358.15065	-0.931614	0
Cluster-33358.15073	0.2392296	0
Cluster-33358.15130	-0.8859167	0
Cluster-33358.15209	0.1019012	0
Cluster-33358.15334	-1.711323	0
Cluster-33358.15362	0.1217401	0
Cluster-33358.15394	0.6152464	0
Cluster-33358.15485	-0.1341793	0
Cluster-33358.15510	0.7211211	0
Cluster-33358.15555	0.3862915	0
Cluster-33358.15628	0.5175547	0
Cluster-33358.15653	-0.005505533	0
Cluster-33358.15823	-0.08199309	0
Cluster-33358.15825	-0.03734044	0
Cluster-33358.15829	-0.2839515	0
Cluster-33358.15832	-1.444177	0
Cluster-33358.15863	0.8878582	0
Cluster-33358.15880	-0.03726585	0
Cluster-33358.15891	-0.225907	0
Cluster-33358.15964	-0.4547917	0
Cluster-33358.16037	0.1130739	0
Cluster-33358.16140	-2.638931	0
Cluster-33358.16345	-0.5071944	0
Cluster-33358.16767	-1.571005	0
Cluster-33358.16798	-0.4634435	0
Cluster-33358.16823	0.7714814	0
Cluster-33358.16875	0.5530832	0
Cluster-33358.16966	-0.3293956	0
Cluster-33358.16985	0.9232705	0
Cluster-33358.16988	0.678424	0
Cluster-33358.17024	0.9384181	0
Cluster-33358.17025	-0.8075062	0
Cluster-33358.17052	-0.09679556	0
Cluster-33358.17084	-0.07104872	0
Cluster-33358.17130	-0.2196852	0
Cluster-33358.17202	-0.9640247	0
Cluster-33358.17227	-0.3667746	0
Cluster-33358.17278	1.316858	0
Cluster-33358.17311	0.899589	0
Cluster-33358.17380	0.5064054	0
Cluster-33358.17445	-1.412231	0
Cluster-33358.17753	0.8564001	0
Cluster-33358.17761	-0.01337612	0
Cluster-33358.17778	-0.7396014	0
Cluster-33358.17822	-0.4440657	0
Cluster-33358.17825	-0.9336625	0
Cluster-33358.17850	0.1247741	0
Cluster-33358.17853	-0.1695717	0
Cluster-33358.17909	-1.032476	0
Cluster-33358.17964	-0.3991519	0
Cluster-33358.18003	-0.8000106	0
Cluster-33358.18147	-0.6540138	0
Cluster-33358.18258	0.5772468	0
Cluster-33358.18299	1.534089	0
Cluster-33358.18326	-2.56775	0
Cluster-33358.18353	0.2565195	0
Cluster-33358.18358	0.3428875	0
Cluster-33358.18403	-0.3672346	0
Cluster-33358.18815	-0.3045024	0
Cluster-33358.18881	1.125777	0
Cluster-33358.18912	0.6846628	0
Cluster-33358.18926	-0.6860797	0
Cluster-33358.19021	-2.155556	0
Cluster-33358.19028	-1.349545	0
Cluster-33358.19031	0.01536619	0
Cluster-33358.19046	-1.128038	0
Cluster-33358.19047	-0.8395968	0
Cluster-33358.19121	0.6443339	0
Cluster-33358.19136	-0.9913897	0
Cluster-33358.19138	-0.2877085	0
Cluster-33358.19162	-0.1160801	0
Cluster-33358.19207	-1.141701	0
Cluster-33358.19395	-1.35173	0
Cluster-33358.19500	-0.8135175	0
Cluster-33358.19506	0.05989286	0
Cluster-33358.19517	-0.9451238	0
Cluster-33358.19567	-0.2271332	0
Cluster-33358.19602	-0.9248309	0
Cluster-33358.19649	1.04164	0
Cluster-33358.19667	-0.87987	0
Cluster-33358.19670	-1.47004	0
Cluster-33358.19674	-1.216919	0
Cluster-33358.19755	-0.1797673	0
Cluster-33358.19757	-0.8027155	0
Cluster-33358.19773	0.1776006	0
Cluster-33358.19963	-0.1228104	0
Cluster-33358.20016	-0.4780805	0
Cluster-33358.20030	-0.3481429	0
Cluster-33358.20121	-0.06942523	0
Cluster-33358.20140	-1.086283	0
Cluster-33358.20221	0.3837261	0
Cluster-33358.20272	0.1305842	0
Cluster-33358.20283	0.8761549	0
Cluster-33358.20322	0.09242916	0
Cluster-33358.20433	-0.435828	0
Cluster-33358.20451	0.04586549	0
Cluster-33358.20461	-0.153164	0
Cluster-33358.20503	0.4372401	0
Cluster-33358.20517	-0.03941252	0
Cluster-33358.20518	1.060744	0
Cluster-33358.20598	0.08141424	0
Cluster-33358.20642	-1.389023	0
Cluster-33358.20662	-0.5997492	0
Cluster-33358.20676	-1.649526	0
Cluster-33358.20731	0.7616949	0
Cluster-33358.20751	0.6769382	0
Cluster-33358.20761	-0.07510984	0
Cluster-33358.20844	1.321849	0
Cluster-33358.20881	-1.569811	0
Cluster-33358.20898	-1.281301	0
Cluster-33358.20959	-0.1021438	0
Cluster-33358.21083	0.7877561	0
Cluster-33358.21176	0.7104492	0
Cluster-33358.21208	-1.472752	0
Cluster-33358.21222	0.6081211	0
Cluster-33358.21235	-0.6738782	0
Cluster-33358.21262	1.593889	0
Cluster-33358.21266	-1.665161	0
Cluster-33358.21521	2.043788	0
Cluster-33358.21539	0.1562442	0
Cluster-33358.21694	0.9202955	0
Cluster-33358.21728	-0.40583	0
Cluster-33358.21729	-0.4826696	0
Cluster-33358.21793	0.2759437	0
Cluster-33358.21808	0.7356059	0
Cluster-33358.22054	1.842466	0
Cluster-33358.22067	-0.3332836	0
Cluster-33358.22078	0.7238381	0
Cluster-33358.22090	-2.875826	0
Cluster-33358.22128	0.1598547	0
Cluster-33358.22336	-1.208811	0
Cluster-33358.22365	-0.27414	0
Cluster-33358.22682	-0.2550924	0
Cluster-33358.22720	-0.2126805	0
Cluster-33358.22917	-0.5086665	0
Cluster-33358.22999	-1.143506	0
Cluster-33358.23201	1.824494	0
Cluster-33358.23247	-0.3715085	0
Cluster-33358.23265	-0.6462146	0
Cluster-33358.23288	-0.2946595	0
Cluster-33358.23614	-1.154858	0
Cluster-33358.23630	-0.2195994	0
Cluster-33358.23650	0.0783515	0
Cluster-33358.23842	1.592733	0
Cluster-33358.23843	0.4020194	0
Cluster-33358.23863	-1.133113	0
Cluster-33358.24014	-0.3809223	0
Cluster-33358.24105	-0.5084525	0
Cluster-33358.24122	-2.191375	0
Cluster-33358.24164	-0.8342039	0
Cluster-33358.24252	-0.2743095	0
Cluster-33358.24265	-1.481064	0
Cluster-33358.24282	-0.5416336	0
Cluster-33358.24295	-0.7623595	0
Cluster-33358.24301	1.507246	0
Cluster-33358.24329	-1.237447	0
Cluster-33358.24550	0.1542401	0
Cluster-33358.24559	-0.5720752	0
Cluster-33358.24592	-1.497985	0
Cluster-33358.24617	0.375363	0
Cluster-33358.24705	1.05431	0
Cluster-33358.24824	0.2085374	0
Cluster-33358.24825	-1.072299	0
Cluster-33358.24874	0.6541727	0
Cluster-33358.24878	-0.632597	0
Cluster-33358.24930	0.8361347	0
Cluster-33358.24939	-1.330473	0
Cluster-33358.25225	-0.7622299	0
Cluster-33358.25239	-1.00964	0
Cluster-33358.25253	-0.3743404	0
Cluster-33358.25277	1.42499	0
Cluster-33358.25336	-1.374393	0
Cluster-33358.25486	-0.7953424	0
Cluster-33358.25732	-0.0435729	0
Cluster-33358.25773	0.4944644	0
Cluster-33358.25950	-1.356854	0
Cluster-33358.25953	-0.1948676	0
Cluster-33358.26054	-0.3451275	0
Cluster-33358.26096	-0.8549963	0
Cluster-33358.26131	0.8412467	0
Cluster-33358.26186	-0.5986476	0
Cluster-33358.26207	-0.8788016	0
Cluster-33358.26209	-1.319609	0
Cluster-33358.26373	0.3707554	0
Cluster-33358.26445	0.2185365	0
Cluster-33358.26469	0.1714545	0
Cluster-33358.26487	0.9436641	0
Cluster-33358.26544	0.2780034	0
Cluster-33358.26586	-0.4048951	0
Cluster-33358.26658	1.966272	0
Cluster-33358.26756	-0.159437	0
Cluster-33358.26775	-2.084509	0
Cluster-33358.27002	-1.865503	0
Cluster-33358.27008	-0.4630318	0
Cluster-33358.27021	-1.360002	0
Cluster-33358.27070	-0.2513139	0
Cluster-33358.27119	-0.4231098	0
Cluster-33358.27257	-0.1399044	0
Cluster-33358.27395	-1.059981	0
Cluster-33358.27553	-3.068793	0
Cluster-33358.28048	1.20274	0
Cluster-33358.28083	0.3932504	0
Cluster-33358.28101	-2.545077	0
Cluster-33358.28236	-0.3374359	0
Cluster-33358.28264	0.2605874	0
Cluster-33358.28301	0.0160237	0
Cluster-33358.28405	1.188344	0
Cluster-33358.28496	-0.5016585	0
Cluster-33358.28578	-0.8361434	0
Cluster-33358.28631	-0.4780363	0
Cluster-33358.29001	-0.2246346	0
Cluster-33358.29181	-1.175102	0
Cluster-33358.29211	-0.5748457	0
Cluster-33358.29230	-1.849269	0
Cluster-33358.29258	-0.1618447	0
Cluster-33358.29401	-0.336679	0
Cluster-33358.29413	0.3519317	0
Cluster-33358.29449	-0.1447572	0
Cluster-33358.29470	-0.0505268	0
Cluster-33358.29604	0.2538401	0
Cluster-33358.29667	-0.2253259	0
Cluster-33358.29682	-0.7087314	0
Cluster-33358.29727	-1.136684	0
Cluster-33358.29846	0.3043937	0
Cluster-33358.29915	0.01708727	0
Cluster-33358.29964	-0.4188072	0
Cluster-33358.29966	-0.2041926	0
Cluster-33358.29968	-1.174822	0
Cluster-33358.30012	-0.8945586	0
Cluster-33358.30054	-0.2717813	0
Cluster-33358.30096	0.2506318	0
Cluster-33358.30139	0.1784703	0
Cluster-33358.30395	1.032582	0
Cluster-33358.30419	-0.936071	0
Cluster-33358.30433	-0.2224741	0
Cluster-33358.30434	-0.65753	0
Cluster-33358.30491	-0.5098071	0
Cluster-33358.30616	0.1469404	0
Cluster-33358.30623	-0.5913321	0
Cluster-33358.30670	-0.2325227	0
Cluster-33358.30707	0.04488626	0
Cluster-33358.30955	-0.7854547	0
Cluster-33358.30973	-0.8714708	0
Cluster-33358.30978	-0.4583827	0
Cluster-33358.31001	0.1060079	0
Cluster-33358.31038	-0.001363283	0
Cluster-33358.31056	-1.200787	0
Cluster-33358.31059	-1.327603	0
Cluster-33358.31066	-0.5652696	0
Cluster-33358.31111	-1.281858	0
Cluster-33358.31114	0.8321157	0
Cluster-33358.31257	-1.579453	0
Cluster-33358.31270	-0.2974968	0
Cluster-33358.31436	-0.09560134	0
Cluster-33358.31596	0.1966386	0
Cluster-33358.31597	0.5070565	0
Cluster-33358.31784	0.2658215	0
Cluster-33358.31787	0.5179809	0
Cluster-33358.31855	-0.004501984	0
Cluster-33358.32020	-0.8487015	0
Cluster-33358.32103	-0.04895932	0
Cluster-33358.32159	-0.8077871	0
Cluster-33358.32178	0.269303	0
Cluster-33358.32217	0.7818451	0
Cluster-33358.32220	-0.8780502	0
Cluster-33358.32254	-0.5491011	0
Cluster-33358.32264	-0.5911502	0
Cluster-33358.32276	-2.215035	0
Cluster-33358.32488	3.218139	0
Cluster-33358.32567	0.5010768	0
Cluster-33358.32589	-0.2857765	0
Cluster-33358.32650	-0.1974036	0
Cluster-33358.32794	-2.53802	0
Cluster-33358.32873	0.01929822	0
Cluster-33358.33075	0.1981324	0
Cluster-33358.33080	0.42218	0
Cluster-33358.33307	-2.095495	0
Cluster-33358.33589	-1.336266	0
Cluster-33358.33655	0.08896121	0
Cluster-33358.33674	0.2696525	0
Cluster-33358.33849	-0.4661148	0
Cluster-33358.33851	0.01992778	0
Cluster-33358.33881	0.713658	0
